IDMAEEDO;TIDO;NUDO;ENDO;SUENDO;SUDO;FEEMDO;FEER;MODO;TIMODO;TIDEVE;TIDEVEFE;TIDEVEHO;PPPRNE;TAMOPPPR;VANELI;FEEMLI;KOFULIDO;LILG;PRCT;NULIDO;FEERLI;SULIDO;BOSULIDO;LUVTLIDO;KOPRCT;UD01PR;NOKOZO;IDMAEDDO;NUSEPR;CAPRCO1;CAPRAD1;CAPREX1;UD02PR;CAPRCO2;CAPRAD2;CAPREX2;OCDO;OBDO;NOKOEN;ZOEN;DIEN;COMUNA;TIPR;NOKOPR;PFPR;FMPR;RUPR;MRPR;STFI1;STFI2;PRRG;KOPRTE;PENDIENTE;MONTO;OBSERVA
537.552,00;NVV;0000427417;76955546-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;14.310,00;1,00;57.240,00;22/01/2026;NFL;SI;FALSO;00005;03/02/2026;004;006;38;PCA106BAROBL1;GL;;1.726.680,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;;DESPACHO MARIQUINA 1565 MARIQUINA;SOCIEDAD ERICES LTDA.;;MARIQUINA 1565;MARIQUINA;FPN;BARNIZ MARINO ROBLE GL;0002;003;01;;76,00;76,00;FALSO;PCA106BAROBL1;4,00;57240;
537.552,00;NVV;0000427417;76955546-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;14.310,00;1,00;57.240,00;22/01/2026;NFL;SI;FALSO;00006;03/02/2026;004;006;38;PCA106BAMAPL1;GL;;1.726.681,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;;DESPACHO MARIQUINA 1565 MARIQUINA;SOCIEDAD ERICES LTDA.;;MARIQUINA 1565;MARIQUINA;FPN;BARNIZ MARINO MAPLE GL;0002;003;01;;87,00;87,00;FALSO;PCA106BAMAPL1;4,00;57240;
537.552,00;NVV;0000427417;76955546-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;14.310,00;1,00;57.240,00;22/01/2026;NFL;SI;FALSO;00007;03/02/2026;004;006;38;PCA106BACAOB1;GL;;1.726.682,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;;DESPACHO MARIQUINA 1565 MARIQUINA;SOCIEDAD ERICES LTDA.;;MARIQUINA 1565;MARIQUINA;FPN;BARNIZ MARINO CAOBA GL;0002;003;01;;51,00;51,00;FALSO;PCA106BACAOB1;4,00;57240;
537.552,00;NVV;0000427417;76955546-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;4.500,00;1,00;27.000,00;22/01/2026;NFL;SI;FALSO;00008;03/02/2026;004;006;38;PCA106BACAB02;GL;;1.726.683,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO MARIQUINA 1565 MARIQUINA;SOCIEDAD ERICES LTDA.;;MARIQUINA 1565;MARIQUINA;FPN;BARNIZ MARINO CAOBA 1/4;;003;01;;18,50;74,00;FALSO;PCA106BACAB02;6,00;27000;
537.552,00;NVV;0000427417;76955546-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;12.500,00;1,00;50.000,00;22/01/2026;NFL;SI;FALSO;00009;03/02/2026;004;006;38;PCA960ECOPLS1;GL;;1.726.684,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;;DESPACHO MARIQUINA 1565 MARIQUINA;SOCIEDAD ERICES LTDA.;;MARIQUINA 1565;MARIQUINA;FPN;ESMALTE AL AGUA COPPER C/COBRE 960 LINO SUAVE GL.;0001;003;;;86,00;86,00;FALSO;PCA960ECOPLS1;4,00;50000;
537.552,00;NVV;0000427417;76955546-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;3.900,00;1,00;23.400,00;22/01/2026;NFL;SI;FALSO;00010;03/02/2026;004;006;38;PCA960ECOPBE2;GL;;1.726.685,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO MARIQUINA 1565 MARIQUINA;SOCIEDAD ERICES LTDA.;;MARIQUINA 1565;MARIQUINA;FPN;ESMALTE AGUA COPPER 960 BOSQUE ENCANTADO 1/4 GL;0001;003;;;19,50;78,00;FALSO;PCA960ECOPBE2;6,00;23400;
537.552,00;NVV;0000427417;76955546-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;12.500,00;1,00;50.000,00;22/01/2026;NFL;SI;FALSO;00011;03/02/2026;004;006;38;PCA960ECOPBE1;GL;;1.726.686,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;;DESPACHO MARIQUINA 1565 MARIQUINA;SOCIEDAD ERICES LTDA.;;MARIQUINA 1565;MARIQUINA;FPN;ESMALTE AGUA COPPER C/COBRE 960 BOSQUE ENCANTADO G;0001;003;;;94,00;94,00;FALSO;PCA960ECOPBE1;4,00;50000;
537.552,00;NVV;0000427417;76955546-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;3.900,00;1,00;23.400,00;22/01/2026;NFL;SI;FALSO;00012;03/02/2026;004;006;38;PCA960ECOPAC2;GL;;1.726.687,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO MARIQUINA 1565 MARIQUINA;SOCIEDAD ERICES LTDA.;;MARIQUINA 1565;MARIQUINA;FPN;ESMALTE AL AGUA COPPER 960 AZUL COLONIAL 1/4;0001;003;;;10,50;42,00;FALSO;PCA960ECOPAC2;6,00;23400;
537.552,00;NVV;0000427417;76955546-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;12.500,00;1,00;100.000,00;22/01/2026;NFL;SI;FALSO;00013;03/02/2026;004;006;38;PCA960ECOPAC1;GL;;1.726.688,00;;8,00;0,00;0,00;GL;8,00;0,00;0,00;;DESPACHO MARIQUINA 1565 MARIQUINA;SOCIEDAD ERICES LTDA.;;MARIQUINA 1565;MARIQUINA;FPN;ESMALTE AL AGUA COPPER C/COBRE 960 AZUL COLONIAL G;0001;003;;;81,00;81,00;FALSO;PCA960ECOPAC1;8,00;100000;
537.555,00;NVV;0000427418;76955546-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;3.900,00;1,00;46.800,00;22/01/2026;NFL;SI;FALSO;00001;03/02/2026;004;006;38;PCA960COPPBL2;GL;;1.726.694,00;;3,00;0,00;0,00;04;12,00;0,00;0,00;;DESPACHO MARIQUINA 1565 MARIQUINA;SOCIEDAD ERICES LTDA.;;MARIQUINA 1565;MARIQUINA;FPN;ESMALTE AL AGUA COPPER 960 BLANCO 1/4.;0001;003;;;89,00;356,00;FALSO;PCA960COPPBL2;12,00;46800;
537.555,00;NVV;0000427418;76955546-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;3.900,00;1,00;23.400,00;22/01/2026;NFL;SI;FALSO;00002;03/02/2026;004;006;38;PCA960ECOPMC2;GL;;1.726.695,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO MARIQUINA 1565 MARIQUINA;SOCIEDAD ERICES LTDA.;;MARIQUINA 1565;MARIQUINA;FPN;ESMALTE AGUA COPPER 960 MISTERIO COSMICO 1/4 GL;0001;003;;;15,50;62,00;FALSO;PCA960ECOPMC2;6,00;23400;
537.555,00;NVV;0000427418;76955546-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;12.500,00;1,00;50.000,00;22/01/2026;NFL;SI;FALSO;00003;03/02/2026;004;006;38;PCA960ECOPMC1;GL;;1.726.696,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;;DESPACHO MARIQUINA 1565 MARIQUINA;SOCIEDAD ERICES LTDA.;;MARIQUINA 1565;MARIQUINA;FPN;ESMALTE AL AGUA COPPER C/COBRE 960 MISTERIO COSMIC;0001;003;;;83,00;83,00;FALSO;PCA960ECOPMC1;4,00;50000;
537.555,00;NVV;0000427418;76955546-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;5.800,00;1,00;104.400,00;22/01/2026;NFL;SI;FALSO;00004;03/02/2026;004;006;38;PCA108NEGRO02;GL;;1.726.697,00;;4,50;0,00;0,00;04;18,00;0,00;0,00;;DESPACHO MARIQUINA 1565 MARIQUINA;SOCIEDAD ERICES LTDA.;;MARIQUINA 1565;MARIQUINA;FPN;ESMALTE ANTICORROSIVO NEGRO 1/4;0002;003;01;;157,75;483,00;VERDADERO;PCA108NEGRO02;18,00;104400;
537.555,00;NVV;0000427418;76955546-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;15.890,00;1,00;127.120,00;22/01/2026;NFL;SI;FALSO;00005;03/02/2026;004;006;38;PCA108NEGR001;GL;;1.726.698,00;;8,00;0,00;0,00;GL;8,00;0,00;0,00;;DESPACHO MARIQUINA 1565 MARIQUINA;SOCIEDAD ERICES LTDA.;;MARIQUINA 1565;MARIQUINA;FPN;ESMALTE ANTICORROSIVO NEGRO GL;0002;003;01;;661,00;661,00;VERDADERO;PCA108NEGR001;8,00;127120;
537.555,00;NVV;0000427418;76955546-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;5.800,00;1,00;34.800,00;22/01/2026;NFL;SI;FALSO;00006;03/02/2026;004;006;38;PCA108BLAN002;GL;;1.726.699,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO MARIQUINA 1565 MARIQUINA;SOCIEDAD ERICES LTDA.;;MARIQUINA 1565;MARIQUINA;FPN;ESMALTE ANTICORROSIVO BLANCO 1/4;0002;003;01;;29,75;117,00;FALSO;PCA108BLAN002;6,00;34800;
537.555,00;NVV;0000427418;76955546-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;15.890,00;1,00;127.120,00;22/01/2026;NFL;SI;FALSO;00007;03/02/2026;004;006;38;PCA108BLAN001;GL;;1.726.700,00;;8,00;0,00;0,00;GL;8,00;0,00;0,00;;DESPACHO MARIQUINA 1565 MARIQUINA;SOCIEDAD ERICES LTDA.;;MARIQUINA 1565;MARIQUINA;FPN;ESMALTE ANTICORROSIVO BLANCO GL;0002;003;01;;189,00;189,00;VERDADERO;PCA108BLAN001;8,00;127120;
537.555,00;NVV;0000427418;76955546-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;4.400,00;1,00;26.400,00;22/01/2026;NFL;SI;FALSO;00008;03/02/2026;004;006;38;PCA926BERME02;GL;;1.726.701,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO MARIQUINA 1565 MARIQUINA;SOCIEDAD ERICES LTDA.;;MARIQUINA 1565;MARIQUINA;FPN;OLEO BRILLANTE BERMELLON 1/4;0002;003;01;;4,25;17,00;FALSO;PCA926BERME02;6,00;26400;
537.555,00;NVV;0000427418;76955546-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;16.200,00;1,00;64.800,00;22/01/2026;NFL;SI;FALSO;00009;03/02/2026;004;006;38;PCA926BERME01;GL;;1.726.702,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;;DESPACHO MARIQUINA 1565 MARIQUINA;SOCIEDAD ERICES LTDA.;;MARIQUINA 1565;MARIQUINA;FPN;OLEO BRILLANTE BERMELLON GL;0002;003;01;;19,00;19,00;FALSO;PCA926BERME01;4,00;64800;
537.555,00;NVV;0000427418;76955546-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;4.400,00;1,00;26.400,00;22/01/2026;NFL;SI;FALSO;00010;03/02/2026;004;006;38;PCA926AZUPAC2;GL;;1.726.703,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO MARIQUINA 1565 MARIQUINA;SOCIEDAD ERICES LTDA.;;MARIQUINA 1565;MARIQUINA;FPN;OLEO BRILLANTE AZUL PACIFICO 1/4;0002;003;01;;118,25;23,00;FALSO;PCA926AZUPAC2;6,00;26400;
537.555,00;NVV;0000427418;76955546-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;16.200,00;1,00;129.600,00;22/01/2026;NFL;SI;FALSO;00011;03/02/2026;004;006;38;PCA926AZUPAC1;GL;;1.726.704,00;;8,00;0,00;0,00;GL;8,00;0,00;0,00;;DESPACHO MARIQUINA 1565 MARIQUINA;SOCIEDAD ERICES LTDA.;;MARIQUINA 1565;MARIQUINA;FPN;OLEO BRILLANTE AZUL PACIFICO GL;0002;003;01;;41,00;41,00;VERDADERO;PCA926AZUPAC1;8,00;129600;
537.555,00;NVV;0000427418;76955546-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;16.200,00;1,00;129.600,00;22/01/2026;NFL;SI;FALSO;00012;03/02/2026;004;006;38;PCA926CREMA01;GL;;1.726.705,00;;8,00;0,00;0,00;GL;8,00;0,00;0,00;;DESPACHO MARIQUINA 1565 MARIQUINA;SOCIEDAD ERICES LTDA.;;MARIQUINA 1565;MARIQUINA;FPN;OLEO BRILLANTE CREMA GL;0002;003;01;;11,00;11,00;FALSO;PCA926CREMA01;8,00;129600;
537.556,00;NVV;0000427419;76955546-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;4.400,00;1,00;52.800,00;22/01/2026;NFL;SI;FALSO;00001;03/02/2026;004;006;38;PCA926AMAREY2;GL;;1.726.706,00;;3,00;0,00;0,00;04;12,00;0,00;0,00;;DESPACHO MARIQUINA 1565 MARIQUINA;SOCIEDAD ERICES LTDA.;;MARIQUINA 1565;MARIQUINA;FPN;OLEO BRILLANTE AMARILLO REY 1/4;0002;003;01;;8,25;33,00;FALSO;PCA926AMAREY2;12,00;52800;
537.556,00;NVV;0000427419;76955546-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;16.200,00;1,00;64.800,00;22/01/2026;NFL;SI;FALSO;00002;03/02/2026;004;006;38;PCA926AMREY01;GL;;1.726.707,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;;DESPACHO MARIQUINA 1565 MARIQUINA;SOCIEDAD ERICES LTDA.;;MARIQUINA 1565;MARIQUINA;FPN;OLEO BRILLANTE AMARILLO REY GL;0002;003;01;;42,00;42,00;VERDADERO;PCA926AMREY01;4,00;64800;
537.556,00;NVV;0000427419;76955546-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;4.400,00;1,00;52.800,00;22/01/2026;NFL;SI;FALSO;00003;03/02/2026;004;006;38;PCA926CAFE002;GL;;1.726.708,00;;3,00;0,00;0,00;04;12,00;0,00;0,00;;DESPACHO MARIQUINA 1565 MARIQUINA;SOCIEDAD ERICES LTDA.;;MARIQUINA 1565;MARIQUINA;FPN;OLEO BRILLANTE CAFE MORO 1/4;0002;003;01;;129,75;69,00;VERDADERO;PCA926CAFE002;12,00;52800;
537.556,00;NVV;0000427419;76955546-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;16.200,00;1,00;64.800,00;22/01/2026;NFL;SI;FALSO;00004;03/02/2026;004;006;38;PCA926CAFE001;GL;;1.726.709,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;;DESPACHO MARIQUINA 1565 MARIQUINA;SOCIEDAD ERICES LTDA.;;MARIQUINA 1565;MARIQUINA;FPN;OLEO BRILLANTE CAFE MORO GL.;0002;003;01;;50,00;50,00;FALSO;PCA926CAFE001;4,00;64800;
537.164,00;NVV;0000427388;77239773-9;;004;20/01/2026;20/01/2026;$;N;;30/01/2026;;16.800,00;1,00;67.200,00;20/01/2026;004;SI;FALSO;00001;20/01/2026;004;006;;PCA925CASWPF1;GL;;1.725.405,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;2094;DESPACHO CLIENTE A OBRA NUESTRA SEÑORA DEL CARMEN;CONSTRUCTORA WPF Y COMPAÑIA LIMITADA;;DR. CARRILLO NRO. 419;TEMUCO;FPN;HIDROCOPPER CASTAÑO WPF GL;0005;003;;;4,00;4,00;FALSO;PCA925CASWPF1;4,00;67200;
537.510,00;NVV;0000427412;77555396-0;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;10.180,00;1,00;81.440,00;21/01/2026;PSV;SI;FALSO;00001;02/02/2026;004;006;37;PCA925CONST01;GL;;1.726.563,00;;8,00;0,00;0,00;GL;8,00;0,00;0,00;;DESPACHO COVADONGA 89 VILCUN;CLAVERIA SPA;;COVADONGA 89;VILCUN;FPN;ESMALTE AL AGUA CONSTRUCCION BLANCO GL;0001;003;;;178,00;178,00;FALSO;PCA925CONST01;8,00;81440;
537.510,00;NVV;0000427412;77555396-0;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;14.640,00;1,00;58.560,00;21/01/2026;PSV;SI;FALSO;00002;02/02/2026;004;006;37;PCA960COPPBL1;GL;;1.726.564,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;;DESPACHO COVADONGA 89 VILCUN;CLAVERIA SPA;;COVADONGA 89;VILCUN;FPN;ESMALTE AGUA COPPER C/COBRE 960 BLANCO GL.;0001;003;;;551,00;551,00;VERDADERO;PCA960COPPBL1;4,00;58560;
537.510,00;NVV;0000427412;77555396-0;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;14.640,00;1,00;58.560,00;21/01/2026;PSV;SI;FALSO;00003;02/02/2026;004;006;37;PCA960ECOPRT1;GL;;1.726.565,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;;DESPACHO COVADONGA 89 VILCUN;CLAVERIA SPA;;COVADONGA 89;VILCUN;FPN;ESMALTE AL AGUA COPPER C/COBRE 960 ROSADO TULIPAN;0001;003;;;30,00;30,00;FALSO;PCA960ECOPRT1;4,00;58560;
537.510,00;NVV;0000427412;77555396-0;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;14.640,00;1,00;58.560,00;21/01/2026;PSV;SI;FALSO;00004;02/02/2026;004;006;37;PCA960ECOPBN1;GL;;1.726.566,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;;DESPACHO COVADONGA 89 VILCUN;CLAVERIA SPA;;COVADONGA 89;VILCUN;FPN;ESMALTE AL AGUA COPPER C/COBRE 960BLANCO NACAR GL;0001;003;;;84,00;84,00;FALSO;PCA960ECOPBN1;4,00;58560;
537.816,00;NVV;0000427446;77569326-6;;004;23/01/2026;04/02/2026;$;N;;04/02/2026;;27.200,00;1,00;2.992.000,00;23/01/2026;004;SI;FALSO;00001;04/02/2026;004;006;;PCA912SW60876;GL;;1.727.421,00;;440,00;0,00;0,00;BD;110,00;0,00;0,00;;MATERIAL PARA OBRA AYRES UBICADA AL LADO DE LA VEGA MONUMENTAL CAMINO VIEJO A CAJÓN CONTACTO SR ADRIAN +56953939958 - FABRICACION DE PRODUCTOS SEGUN MUESTRA ENTREGADA A ALBORATORIO POR PARTE DE MATIAS A PAOLA;CONSTRUCTORA ENVOLT- TERMIC SPA;;TROMEN 199 TEMUCO;TEMUCO;FPN;TEXTU EIFS G-25 SW-6087 4 GALONES;;003;;;0,00;0,00;FALSO;PCA912SW60876;110,00;2992000;
537.816,00;NVV;0000427446;77569326-6;;004;23/01/2026;04/02/2026;$;N;;04/02/2026;;27.000,00;1,00;324.000,00;23/01/2026;004;SI;FALSO;00002;04/02/2026;004;006;;PCA912IM60876;GL;;1.727.422,00;;48,00;0,00;0,00;BD;12,00;0,00;0,00;;MATERIAL PARA OBRA AYRES UBICADA AL LADO DE LA VEGA MONUMENTAL CAMINO VIEJO A CAJÓN CONTACTO SR ADRIAN +56953939958 - FABRICACION DE PRODUCTOS SEGUN MUESTRA ENTREGADA A ALBORATORIO POR PARTE DE MATIAS A PAOLA;CONSTRUCTORA ENVOLT- TERMIC SPA;;TROMEN 199 TEMUCO;TEMUCO;FPN;IMPRIMANTE TEXTURA SW-6087 4 GALONES;;003;;;0,00;0,00;FALSO;PCA912IM60876;12,00;324000;
537.661,00;NVV;0000427436;77603747-8;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;20.910,00;1,00;83.640,00;22/01/2026;PSV;SI;FALSO;00001;22/01/2026;004;006;37;PCA900CONBL06;GL;;1.726.970,00;;16,00;0,00;0,00;BD;4,00;0,00;0,00;;DESPACHO CLIENTE LAUTARO KILOMETRO 12.9 RUTA CURACAUTIN;COMERCIALIZADORA MIYUKEVI SPA;;STA INES LT 2 B Y 2 A- 2 LAUTARO;LAUTARO;FPN;LATEX CONSTRUCCION BLANCO 4 GALONES;0001;003;;;612,00;153,00;FALSO;PCA900CONBL06;4,00;83640;
537.379,00;NVV;0000427402;77759930-5;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;14.490,00;1,00;115.920,00;21/01/2026;PSV;SI;FALSO;00001;02/02/2026;004;006;37;PCA907VERD001;GL;;1.726.093,00;;8,00;0,00;0,00;GL;8,00;0,00;0,00;;DESPACHO CLIENTE GENERAL LAGOS 301 IMPERIAL NUEVA IMPERIAL;MATERIALES MACO LTDA;;GENERAL LAGOS 301 IMPERIAL;NUEVA IMPERIAL;FPN;ZINC ACRYL VERDE GL.;0001;003;01;;56,00;56,00;FALSO;PCA907VERD001;8,00;115920;
537.379,00;NVV;0000427402;77759930-5;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;6.190,00;1,00;37.140,00;21/01/2026;PSV;SI;FALSO;00002;02/02/2026;004;006;37;PCA103MADPLU2;GL;;1.726.094,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO CLIENTE GENERAL LAGOS 301 IMPERIAL NUEVA IMPERIAL;MATERIALES MACO LTDA;;GENERAL LAGOS 301 IMPERIAL;NUEVA IMPERIAL;FPN;VITRIFICANTE DE MADERA VITROPLUS 1/4;0002;003;01;;46,25;185,00;FALSO;PCA103MADPLU2;6,00;37140;
537.379,00;NVV;0000427402;77759930-5;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;22.310,00;1,00;89.240,00;21/01/2026;PSV;SI;FALSO;00003;02/02/2026;004;006;37;PCA103MADPLU1;GL;;1.726.095,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;;DESPACHO CLIENTE GENERAL LAGOS 301 IMPERIAL NUEVA IMPERIAL;MATERIALES MACO LTDA;;GENERAL LAGOS 301 IMPERIAL;NUEVA IMPERIAL;FPN;VITRIFICANTE DE MADERA VITROPLUS GL;0002;003;01;;178,00;178,00;FALSO;PCA103MADPLU1;4,00;89240;
537.379,00;NVV;0000427402;77759930-5;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;5.800,00;1,00;104.400,00;21/01/2026;PSV;SI;FALSO;00004;02/02/2026;004;006;37;PCA108NEGRO02;GL;;1.726.096,00;;4,50;0,00;0,00;04;18,00;0,00;0,00;;DESPACHO CLIENTE GENERAL LAGOS 301 IMPERIAL NUEVA IMPERIAL;MATERIALES MACO LTDA;;GENERAL LAGOS 301 IMPERIAL;NUEVA IMPERIAL;FPN;ESMALTE ANTICORROSIVO NEGRO 1/4;0002;003;01;;157,75;483,00;VERDADERO;PCA108NEGRO02;18,00;104400;
537.379,00;NVV;0000427402;77759930-5;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;15.990,00;1,00;191.880,00;21/01/2026;PSV;SI;FALSO;00005;02/02/2026;004;006;37;PCA108NEGR001;GL;;1.726.097,00;;12,00;0,00;0,00;GL;12,00;0,00;0,00;;DESPACHO CLIENTE GENERAL LAGOS 301 IMPERIAL NUEVA IMPERIAL;MATERIALES MACO LTDA;;GENERAL LAGOS 301 IMPERIAL;NUEVA IMPERIAL;FPN;ESMALTE ANTICORROSIVO NEGRO GL;0002;003;01;;661,00;661,00;VERDADERO;PCA108NEGR001;12,00;191880;
537.379,00;NVV;0000427402;77759930-5;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.850,00;1,00;58.200,00;21/01/2026;PSV;SI;FALSO;00006;02/02/2026;004;006;37;PCA113POLCAO2;GL;;1.726.098,00;;3,00;0,00;0,00;04;12,00;0,00;0,00;;DESPACHO CLIENTE GENERAL LAGOS 301 IMPERIAL NUEVA IMPERIAL;MATERIALES MACO LTDA;;GENERAL LAGOS 301 IMPERIAL;NUEVA IMPERIAL;FPN;STAIN POLIDECOR CAOBA 1/4 GL;0002;003;01;;21,50;86,00;FALSO;PCA113POLCAO2;12,00;58200;
537.379,00;NVV;0000427402;77759930-5;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;15.990,00;1,00;127.920,00;21/01/2026;PSV;SI;FALSO;00007;02/02/2026;004;006;37;PCA113POLCAO1;GL;;1.726.099,00;;8,00;0,00;0,00;GL;8,00;0,00;0,00;;DESPACHO CLIENTE GENERAL LAGOS 301 IMPERIAL NUEVA IMPERIAL;MATERIALES MACO LTDA;;GENERAL LAGOS 301 IMPERIAL;NUEVA IMPERIAL;FPN;STAIN POLIDECOR CAOBA GL;0002;003;01;;167,00;167,00;FALSO;PCA113POLCAO1;8,00;127920;
537.379,00;NVV;0000427402;77759930-5;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.850,00;1,00;58.200,00;21/01/2026;PSV;SI;FALSO;00008;02/02/2026;004;006;37;PCA113POLALE2;GL;;1.726.100,00;;3,00;0,00;0,00;04;12,00;0,00;0,00;;DESPACHO CLIENTE GENERAL LAGOS 301 IMPERIAL NUEVA IMPERIAL;MATERIALES MACO LTDA;;GENERAL LAGOS 301 IMPERIAL;NUEVA IMPERIAL;FPN;STAIN POLIDECOR ALERCE 1/4 GL;0002;003;01;;18,25;73,00;FALSO;PCA113POLALE2;12,00;58200;
537.379,00;NVV;0000427402;77759930-5;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;15.990,00;1,00;127.920,00;21/01/2026;PSV;SI;FALSO;00009;02/02/2026;004;006;37;PCA113POLALE1;GL;;1.726.101,00;;8,00;0,00;0,00;GL;8,00;0,00;0,00;;DESPACHO CLIENTE GENERAL LAGOS 301 IMPERIAL NUEVA IMPERIAL;MATERIALES MACO LTDA;;GENERAL LAGOS 301 IMPERIAL;NUEVA IMPERIAL;FPN;STAIN POLIDECOR ALERCE GL;0002;003;01;;218,00;218,00;VERDADERO;PCA113POLALE1;8,00;127920;
537.379,00;NVV;0000427402;77759930-5;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;15.990,00;1,00;127.920,00;21/01/2026;PSV;SI;FALSO;00010;02/02/2026;004;006;37;PCA113POLPAR1;GL;;1.726.102,00;;8,00;0,00;0,00;GL;8,00;0,00;0,00;;DESPACHO CLIENTE GENERAL LAGOS 301 IMPERIAL NUEVA IMPERIAL;MATERIALES MACO LTDA;;GENERAL LAGOS 301 IMPERIAL;NUEVA IMPERIAL;FPN;STAIN POLIDECOR PALO ROSA GL;0002;003;01;;86,00;86,00;FALSO;PCA113POLPAR1;8,00;127920;
537.379,00;NVV;0000427402;77759930-5;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.850,00;1,00;29.100,00;21/01/2026;PSV;SI;FALSO;00011;02/02/2026;004;006;37;PCA113POLPAR2;GL;;1.726.103,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO CLIENTE GENERAL LAGOS 301 IMPERIAL NUEVA IMPERIAL;MATERIALES MACO LTDA;;GENERAL LAGOS 301 IMPERIAL;NUEVA IMPERIAL;FPN;STAIN POLIDECOR PALO ROSA 1/4 GL;0002;003;01;;13,50;54,00;FALSO;PCA113POLPAR2;6,00;29100;
537.381,00;NVV;0000427403;77759930-5;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;15.990,00;1,00;63.960,00;21/01/2026;PSV;SI;FALSO;00001;02/02/2026;004;006;37;PCA113POLNOG1;GL;;1.726.114,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;;DESPACHO CLIENTE GENERAL LAGOS 301 IMPERIAL NUEVA IMPERIAL;MATERIALES MACO LTDA;;GENERAL LAGOS 301 IMPERIAL;NUEVA IMPERIAL;FPN;STAIN POLIDECOR NOGAL GL;0002;003;01;;102,00;102,00;VERDADERO;PCA113POLNOG1;4,00;63960;
